Module,Family,Method,Path,Mutation,Deprecated,Params,Body,Returns,Description,Role,UI,Priority,Wired(FE floor),Live@8000(tested)
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ai/recommend-scd","yes","","project_id*","AISCDRecommendRequest","object","Recommend SCD type (1  2  or 3) based on table structure and business context.","RETAIL_AI_ENGINEER","Explore & Design › AI right-bar (7-axis signals)","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","GET","/explore-design/{project_id}/ai/savings","","","project_id*, days","","object","Get AI-driven cost savings dashboard.","RETAIL_AI_ENGINEER","Explore & Design › AI right-bar (7-axis signals)","P1","MISSING","served (gated)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ai/schema-health","yes","","project_id*","AISchemaHealthRequest","object","Calculate a schema health score based on completeness  naming  and type efficiency.","RETAIL_AI_ENGINEER","Explore & Design › AI right-bar (7-axis signals)","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ai/suggest-columns","yes","","project_id*","AITableSuggestRequest","object","Suggest columns for a new table based on its purpose using Cortex AI.","RETAIL_AI_ENGINEER","Explore & Design › AI right-bar (7-axis signals)","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ai/warehouse-sizing","yes","","project_id*","AIWarehouseSizingRequest","object","Analyze warehouse query history and recommend optimal sizing.","RETAIL_AI_ENGINEER","Explore & Design › AI right-bar (7-axis signals)","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/cascade/drop","yes","","project_id*, table_name*","","object","Invalidate all pending DDL events that depend on the dropped table.","RETAIL_DATA_ENGINEER","Explore & Design › Pre-deploy checks","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/cascade/rename","yes","","project_id*, old_name*, new_name*","","object","Auto-update all pending DDL events that reference the old table name.","RETAIL_DATA_ENGINEER","Explore & Design › Pre-deploy checks","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/conflict-check","yes","","project_id*","ConflictCheckRequest","object","Check for duplicate events  circular dependencies  and contradictory DDL operations.","RETAIL_DATA_ENGINEER","Explore & Design › Pre-deploy checks","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ddl-actions","yes","","project_id*","DDLActionRequest","object","Stages one or more DDL change actions (create/alter/drop table or column) as pending edits on the project canvas.","RETAIL_DATA_ENGINEER","Explore & Design › DDL actions / canvas","","wired","mutation (not probed)"
"Explore & Design","explore-design","GET","/explore-design/{project_id}/ddl-actions","","","project_id*, status","","object","Get DDL actions.","RETAIL_DATA_ENGINEER","Explore & Design › DDL actions / canvas","","wired","served (gated)"
"Explore & Design","explore-design","DELETE","/explore-design/{project_id}/ddl-actions/{event_id}","yes","","project_id*, event_id*","","object","Removes a single staged (not-yet-deployed) DDL action from the project.","RETAIL_DATA_ENGINEER","Explore & Design › DDL actions / canvas","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ddl-actions/dry-run","yes","","project_id*","DryRunDDLActionsRequest","object","Runs the staged DDL actions on a zero-copy clone to preview results without touching production.","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ddl-actions/execute","yes","","project_id*","","object","Applies the project's staged DDL actions to the target schema  committing the modeled changes.","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","","wired","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ddl-actions/pre-check","yes","","project_id*","DeploymentPreCheckRequest","object","Runs pre-deployment validations (permissions  dependencies  drift) over the staged DDL actions.","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/deploy","yes","","project_id*, version_id","","object","Request + execute an IMMEDIATE deployment of a version.","RETAIL_DATA_ENGINEER","Explore & Design › Modeling canvas","","wired","mutation (not probed)"
"Explore & Design","explore-design","GET","/explore-design/{project_id}/deployment-readiness","","","project_id*","","object","Consolidated pre-approval view composed from existing services:.","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","P1","MISSING","served (gated)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/deployments","yes","yes","project_id*","app__modules__projects__explore_design__models__DeploymentRequest","object","Requests a deployment of the project's current version  opening it for approval.","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","","wired","mutation (not probed)"
"Explore & Design","explore-design","GET","/explore-design/{project_id}/deployments","","yes","project_id*, status, limit","","object","List deployment history for an explore-design project.","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","","wired","served (gated)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/deployments/{deployment_id}/approve","yes","yes","project_id*, deployment_id*, auto_execute","","object","DEPRECATED - approve via POST /projects/{id}/deployments/{deployment_id}/approve instead.","RETAIL_GOVERNOR","Explore & Design › Release panel","","wired","mutation (not probed)"
"Explore & Design","explore-design","GET","/explore-design/{project_id}/deployments/{deployment_id}/approvers","","","project_id*, deployment_id*","","object","List named approvers for a deployment + approval-policy summary.","RETAIL_GOVERNOR","Explore & Design › Release panel (Deploy button / AI Change Analyst)","P1","MISSING","served (gated)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/deployments/{deployment_id}/approvers","yes","","project_id*, deployment_id*","ApproverAdd","object","Add a named reviewer/approver to a deployment.","RETAIL_GOVERNOR","Explore & Design › Release panel (Deploy button / AI Change Analyst)","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/deployments/{deployment_id}/approvers/{username}/decision","yes","","project_id*, deployment_id*, username*","ApproverDecision","object","Record an approver's decision (approve / reject / request-changes).","RETAIL_GOVERNOR","Explore & Design › Release panel (Deploy button / AI Change Analyst)","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/deployments/{deployment_id}/cancel","yes","yes","project_id*, deployment_id*","","object","Cancel a pending or scheduled explore-design deployment.","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","","wired","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/deployments/{deployment_id}/execute","yes","yes","project_id*, deployment_id*","","object","Execute an approved explore-design deployment (runs DDL actions).","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","","wired","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/deployments/{deployment_id}/reject","yes","yes","project_id*, deployment_id*","","object","Reject a pending explore-design deployment with optional reason.","RETAIL_GOVERNOR","Explore & Design › Release panel","","wired","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/deployments/{deployment_id}/verify","yes","yes","project_id*, deployment_id*","DeploymentVerifyRequest","object","Re-runs post-deploy verification (tables  columns  row counts) for an Explore & Design deployment.","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/dry-run","yes","","project_id*","app__modules__projects__explore_design__models__DryRunRequest","object","Execute all pending DDL on a zero-copy cloned schema  return results + sample rows  then drop clone.","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","GET","/explore-design/{project_id}/events","","","project_id*, event_type, limit","","object","List project events.","RETAIL_DATA_ENGINEER","Explore & Design › Modeling canvas","","wired","served (gated)"
"Explore & Design","explore-design","GET","/explore-design/{project_id}/events/conflicts","","","project_id*","","object","Detect event conflicts.","RETAIL_DATA_ENGINEER","Explore & Design › Pre-deploy checks","P1","MISSING","served (gated)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/full-dry-run","yes","","project_id*","FullDryRunRequest","object","Combined dry-run: DDL deployment + ingestion on cloned schema.","RETAIL_DATA_ENGINEER","Explore & Design › Release panel","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/impact-analysis","yes","","project_id*","ImpactAnalysisRequest","object","Compute downstream dependencies (views  streams  tasks  dynamic tables) of a table/column.","RETAIL_DATA_ENGINEER","Explore & Design › Pre-deploy checks","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/impact-analysis/enhanced","yes","","project_id*","ImpactAnalysisRequest","object","Impact analysis with risk score  recommendations  and access pattern check.","RETAIL_DATA_ENGINEER","Explore & Design › Pre-deploy checks","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ingestion/dry-run","yes","","project_id*","IngestionDryRunRequest","object","Preview N rows with INSERT/UPDATE/DELETE action labels before committing.","RETAIL_DATA_ENGINEER","Explore & Design › Ingestion panel","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ingestion/execute","yes","","project_id*","IngestionExecuteRequest","object","Runs the project's data-ingestion pipeline immediately  loading source rows into the modeled target tables.","RETAIL_DATA_ENGINEER","Explore & Design › Ingestion panel","","wired","mutation (not probed)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ingestion/operations","yes","","project_id*","IngestionExecuteRequest","object","Registers an ingestion operation that can be reviewed  approved  and executed through the deployment workflow.","RETAIL_DATA_ENGINEER","Explore & Design › Ingestion panel","P0","MISSING","mutation (not probed)"
"Explore & Design","explore-design","GET","/explore-design/{project_id}/ingestion/operations","","","project_id*, status","","object","List ingestion operations.","RETAIL_DATA_ENGINEER","Explore & Design › Ingestion panel","P1","MISSING","served (gated)"
"Explore & Design","explore-design","POST","/explore-design/{project_id}/ingestion/operations/{operation_id}/execute","yes","","project_id*, operation_id*","","object","Execute a pending/approved ingestion operation with rollback tracking.","RETAIL_DATA_ENGINEER","Explore & Design › Ingestion panel","P0","MISSING","mutation (not probed)"
